Mod:Item:MetaData, Localized Name
thebetweenlands:items_crushed:15, Ground Bottlebrush Grass
thebetweenlands:items_crushed:16, Ground Weedwood Bark
thebetweenlands:items_crushed:17, Ground Dried Swamp Reed
thebetweenlands:items_crushed:18, Ground Algae
thebetweenlands:items_crushed:19, Ground Angler Tooth
thebetweenlands:items_crushed:20, Ground Black Hat Mushroom
thebetweenlands:items_crushed:21, Ground Crimson Snail Shell
thebetweenlands:items_crushed:22, Ground Bog Bean
thebetweenlands:items_crushed:23, Ground Broomsedge
thebetweenlands:items_crushed:24, Ground Bulb-Capped Mushroom
thebetweenlands:items_crushed:25, Ground Cardinal Flower
thebetweenlands:items_crushed:26, Ground Cave Grass
thebetweenlands:items_crushed:27, Ground Cave Moss
thebetweenlands:items_crushed:28, Ground Crimson Middle Gem
thebetweenlands:items_crushed:29, Ground Deep Water Coral
thebetweenlands:items_crushed:30, Ground Flathead Mushroom
thebetweenlands:items_crushed:31, Ground Golden Club
thebetweenlands:items_crushed:32, Ground Green Middle Gem
thebetweenlands:items_crushed:33, Ground Hanger
thebetweenlands:items_crushed:34, Ground Lichen
thebetweenlands:items_crushed:35, Ground Marsh Marigold
thebetweenlands:items_crushed:36, Ground Mire Coral
thebetweenlands:items_crushed:37, Ground Ochre Snail Shell
thebetweenlands:items_crushed:38, Ground Moss
thebetweenlands:items_crushed:39, Ground Nettle
thebetweenlands:items_crushed:40, Ground Phragmites
thebetweenlands:items_crushed:41, Ground Sludgecreep
thebetweenlands:items_crushed:42, Ground Sundew
thebetweenlands:items_crushed:43, Ground Swamp Kelp
thebetweenlands:items_crushed:44, Ground Roots
thebetweenlands:items_crushed:45, Ground Aqua Middle Gem
thebetweenlands:items_crushed:46, Ground Pitcher Plant
thebetweenlands:items_crushed:47, Ground Water Weeds
thebetweenlands:items_crushed:48, Ground Venus Fly Trap
thebetweenlands:items_crushed:49, Ground Volarpad
thebetweenlands:items_crushed:50, Ground Thorns
thebetweenlands:items_crushed:51, Ground Poison Ivy
thebetweenlands:items_crushed:52, Ground Bladderwort Flower
thebetweenlands:items_crushed:53, Ground Bladderwort Stalk
thebetweenlands:items_crushed:54, Ground Edge Shroom
thebetweenlands:items_crushed:55, Ground Edge Moss
thebetweenlands:items_crushed:56, Ground Edge Leaf
thebetweenlands:items_crushed:57, Ground Rotbulb
thebetweenlands:items_crushed:58, Ground Pale Grass
thebetweenlands:items_crushed:59, Ground String Roots
thebetweenlands:items_crushed:60, Ground Cryptweed
thebetweenlands:items_crushed:61, Ground Betweenstone Pebble
thebetweenlands:items_plant_drop:0, Leaf
thebetweenlands:items_plant_drop:1, Algae Clump
thebetweenlands:items_plant_drop:2, Arrow Arum Leaf
thebetweenlands:items_plant_drop:3, Blue Eyed Grass Flowers
thebetweenlands:items_plant_drop:4, Blue Iris Petals
thebetweenlands:items_plant_drop:5, Mire Coral
thebetweenlands:items_plant_drop:6, Deep Water Coral
thebetweenlands:items_plant_drop:7, Bog Bean Flower
thebetweenlands:items_plant_drop:8, Boneset Flowers
thebetweenlands:items_plant_drop:9, Bottlebrush Grass Blades
thebetweenlands:items_plant_drop:10, Broomsedge Leaves
thebetweenlands:items_plant_drop:11, Button Bush Flowers
thebetweenlands:items_plant_drop:12, Cardinal Flower Petals
thebetweenlands:items_plant_drop:13, Cattail Head
thebetweenlands:items_plant_drop:14, Cave Grass Blades
thebetweenlands:items_plant_drop:15, Copper Iris Petals
thebetweenlands:items_plant_drop:16, Golden Club Flowers
thebetweenlands:items_plant_drop:17, Lichen Clump
thebetweenlands:items_plant_drop:18, Marsh Hibiscus Flower
thebetweenlands:items_plant_drop:19, Marsh Mallow Flower
thebetweenlands:items_plant_drop:20, Marsh Marigold Flower
thebetweenlands:items_plant_drop:21, Nettle Leaf
thebetweenlands:items_plant_drop:22, Phragmite Stems
thebetweenlands:items_plant_drop:23, Pickerel Weed Flower
thebetweenlands:items_plant_drop:24, Shoots
thebetweenlands:items_plant_drop:25, Sludgecreep Leaves
thebetweenlands:items_plant_drop:26, Soft Rush Leaves
thebetweenlands:items_plant_drop:27, Sundew Head
thebetweenlands:items_plant_drop:28, Swamp Tallgrass Blades
thebetweenlands:items_plant_drop:29, Cave Moss
thebetweenlands:items_plant_drop:30, Moss
thebetweenlands:items_plant_drop:31, Milkweed Flower
thebetweenlands:items_plant_drop:32, Hanger
thebetweenlands:items_plant_drop:33, Pitcher Plant Trap
thebetweenlands:items_plant_drop:34, Water Weeds
thebetweenlands:items_plant_drop:35, Venus Fly Trap Head
thebetweenlands:items_plant_drop:36, Volarpad Leaf
thebetweenlands:items_plant_drop:37, Thorn Branch
thebetweenlands:items_plant_drop:38, Poison Ivy Leaves
thebetweenlands:items_plant_drop:39, Bladderwort Stalk
thebetweenlands:items_plant_drop:40, Bladderwort Flower
thebetweenlands:items_plant_drop:41, Edge Shroom Gills
thebetweenlands:items_plant_drop:42, Edge Moss Clump
thebetweenlands:items_plant_drop:43, Edge Leaf
thebetweenlands:items_plant_drop:44, Rotbulb Stalk
thebetweenlands:items_plant_drop:45, Pale Grass Blades
thebetweenlands:items_plant_drop:46, String Root Fibers
thebetweenlands:items_plant_drop:47, Cryptweed Blades
thebetweenlands:swamp_talisman:0, Swamp Talisman
thebetweenlands:swamp_talisman:1, Swamp Talisman Piece
thebetweenlands:swamp_talisman:2, Swamp Talisman Piece
thebetweenlands:swamp_talisman:3, Swamp Talisman Piece
thebetweenlands:swamp_talisman:4, Swamp Talisman Piece
thebetweenlands:weedwood_rowboat, Weedwood Rowboat
thebetweenlands:dentrothyst_shard_orange, Orange Dentrothyst Shard
thebetweenlands:dentrothyst_shard_green, Green Dentrothyst Shard
thebetweenlands:fish_bait, Fish Bait
thebetweenlands:fumigant, Fumigant
thebetweenlands:sap_ball, Ball of Sap
thebetweenlands:rotten_food, Rotten Food (%s)
thebetweenlands:middle_fruit_bush_seeds, White Pear Seeds
thebetweenlands:spores, Spores
thebetweenlands:aspectrus_seeds, Aspectrus Seeds
thebetweenlands:mire_snail_egg, Mire Snail Egg
thebetweenlands:mire_snail_egg_cooked, Cooked Mire Snail Egg
thebetweenlands:frog_legs_raw, Raw Frog's Leg
thebetweenlands:frog_legs_cooked, Fried Frog's Leg
thebetweenlands:snail_flesh_raw, Raw Snail Flesh
thebetweenlands:snail_flesh_cooked, Seared Snail Flesh
thebetweenlands:reed_donut, Reed Donut
thebetweenlands:jam_donut, Jam Donut
thebetweenlands:gerts_donut, Gert's Donut
thebetweenlands:aspectrus_fruit, Aspectrus Fruit
thebetweenlands:puffshroom_tendril, Puffshroom Tendril
thebetweenlands:kraken_tentacle, Kraken Tentacle
thebetweenlands:kraken_calamari, Kraken Calamari
thebetweenlands:middle_fruit, White Pear
thebetweenlands:mince_pie, Mince Pie
thebetweenlands:christmas_pudding, Christmas Pudding
thebetweenlands:candy_cane, Candy Cane
thebetweenlands:weeping_blue_petal, Weeping Blue Petal
thebetweenlands:wight_heart, Wight's Heart
thebetweenlands:yellow_dotted_fungus, Yellow Dotted Fungus
thebetweenlands:silt_crab_claw, Crab Claw
thebetweenlands:crab_stick, Crabstick
thebetweenlands:nettle_soup, Nettle Soup
thebetweenlands:sludge_jello, Sludge Jello
thebetweenlands:middle_fruit_jello, White Pear Jello
thebetweenlands:sap_jello, Sap Jello
thebetweenlands:marshmallow, Green Marshmallow
thebetweenlands:marshmallow_pink, Pink Marshmallow
thebetweenlands:flat_head_mushroom_item, Flathead Mushroom
thebetweenlands:black_hat_mushroom_item, Black Hat Mushroom
thebetweenlands:bulb_capped_mushroom_item, Bulb-Capped Mushrooms
thebetweenlands:swamp_reed_item, Swamp Reed
thebetweenlands:swamp_kelp_item, Swamp Kelp
thebetweenlands:fried_swamp_kelp, Fried Swamp Kelp
thebetweenlands:forbidden_fig, Forbidden Fig
thebetweenlands:candy_blue, Blue Candy
thebetweenlands:candy_red, Red Candy
thebetweenlands:candy_yellow, Yellow Candy
thebetweenlands:chiromaw_wing, Chiromaw Wing
thebetweenlands:tangled_root, Tangled Root
thebetweenlands:mire_scramble, Mire Scramble
thebetweenlands:weeping_blue_petal_salad, Weeping Blue Petal Salad
thebetweenlands:nibblestick, Nibblestick
thebetweenlands:spirit_fruit, Spirit Fruit
thebetweenlands:sushi, Sushi
thebetweenlands:rock_snot_pearl, Rocksnot Pearl
thebetweenlands:pearled_pear, Pearled Pear
thebetweenlands:anadia_meat_raw, Raw Anadia Meat
thebetweenlands:anadia_meat_cooked, Cooked Anadia Meat
thebetweenlands:anadia_meat_smoked, Smoked Anadia Meat
thebetweenlands:barnacle, Barnacle Flesh
thebetweenlands:barnacle_cooked, Cooked Barnacle Flesh
thebetweenlands:barnacle_smoked, Smoked Barnacle Flesh
thebetweenlands:crab_stick_smoked, Smoked Crabstick
thebetweenlands:frog_legs_smoked, Smoked Frog's Leg
thebetweenlands:puffshroom_tendril_smoked, Smoked Puffshroom Tendril
thebetweenlands:silt_crab_claw_smoked, Smoked Crab Claw
thebetweenlands:snail_flesh_smoked, Smoked Snail Flesh
thebetweenlands:olm_egg_raw, Olm Egg Cluster
thebetweenlands:olm_egg_cooked, Baked Olm Egg Cluster
thebetweenlands:olmlette, Olmlette
thebetweenlands:bone_helmet, Bone Helmet
thebetweenlands:bone_chestplate, Bone Chestplate
thebetweenlands:bone_leggings, Bone Leggings
thebetweenlands:bone_boots, Bone Boots
thebetweenlands:lurker_skin_helmet, Lurker Skin Helmet
thebetweenlands:lurker_skin_chestplate, Lurker Skin Chestplate
thebetweenlands:lurker_skin_leggings, Lurker Skin Leggings
thebetweenlands:lurker_skin_boots, Lurker Skin Boots
thebetweenlands:syrmorite_helmet, Syrmorite Helmet
thebetweenlands:syrmorite_chestplate, Syrmorite Chestplate
thebetweenlands:syrmorite_leggings, Syrmorite Leggings
thebetweenlands:syrmorite_boots, Syrmorite Boots
thebetweenlands:valonite_helmet, Valonite Helmet
thebetweenlands:valonite_chestplate, Valonite Chestplate
thebetweenlands:valonite_leggings, Valonite Leggings
thebetweenlands:valonite_boots, Valonite Boots
thebetweenlands:ancient_helmet, Ancient Helmet
thebetweenlands:ancient_chestplate, Ancient Chestplate
thebetweenlands:ancient_leggings, Ancient Leggings
thebetweenlands:ancient_boots, Ancient Boots
thebetweenlands:amphibious_helmet, Amphibious Helmet
thebetweenlands:amphibious_chestplate, Amphibious Chestplate
thebetweenlands:amphibious_leggings, Amphibious Leggings
thebetweenlands:amphibious_boots, Amphibious Boots
thebetweenlands:rubber_boots, Rubber Boots
thebetweenlands:marsh_runner_boots, Boots of the Marsh Runner
thebetweenlands:skull_mask, Skull Mask
thebetweenlands:explorers_hat, Explorer's Hat
thebetweenlands:spirit_tree_face_large_mask, Large Spirit Tree Face Mask
thebetweenlands:spirit_tree_face_small_mask, Small Spirit Tree Face Mask
thebetweenlands:spirit_tree_face_small_mask_animated, Small Animated Spirit Tree Face Mask
thebetweenlands:gallery_frame_small, Small Gallery Frame
thebetweenlands:gallery_frame_large, Large Gallery Frame
thebetweenlands:gallery_frame_very_large, Very Large Gallery Frame
thebetweenlands:weedwood_sword, Weedwood Sword
thebetweenlands:weedwood_shovel, Weedwood Shovel
thebetweenlands:weedwood_axe, Weedwood Axe
thebetweenlands:weedwood_pickaxe, Weedwood Pickaxe
thebetweenlands:bone_sword, Bone Sword
thebetweenlands:bone_shovel, Bone Shovel
thebetweenlands:bone_axe, Bone Axe
thebetweenlands:bone_pickaxe, Bone Pickaxe
thebetweenlands:octine_sword, Octine Sword
thebetweenlands:octine_shovel, Octine Shovel
thebetweenlands:octine_axe, Octine Axe
thebetweenlands:octine_pickaxe, Octine Pickaxe
thebetweenlands:valonite_sword, Valonite Sword
thebetweenlands:valonite_shovel, Valonite Shovel
thebetweenlands:valonite_axe, Valonite Axe
thebetweenlands:valonite_greataxe, Valonite Greataxe
thebetweenlands:valonite_pickaxe, Valonite Pickaxe
thebetweenlands:octine_shield, Octine Shield
thebetweenlands:valonite_shield, Valonite Shield
thebetweenlands:weedwood_shield, Weedwood Shield
thebetweenlands:living_weedwood_shield, Living Weedwood Shield
thebetweenlands:syrmorite_shield, Syrmorite Shield
thebetweenlands:bone_shield, Bone Shield
thebetweenlands:dentrothyst_shield_green, Green Dentrothyst Shield
thebetweenlands:dentrothyst_shield_green_polished, Green Polished Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange, Orange Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange_polished, Orange Polished Dentrothyst Shield
thebetweenlands:lurker_skin_shield, Lurker Skin Shield
thebetweenlands:manual_hl, Herblore Book
thebetweenlands:syrmorite_shears, Syrmorite Shears
thebetweenlands:sickle, Sickle
thebetweenlands:shockwave_sword, Shockwave Sword
thebetweenlands:angler_tooth_arrow, Angler Tooth Arrow
thebetweenlands:poisoned_angler_tooth_arrow, Poisoned Angler Tooth Arrow
thebetweenlands:octine_arrow, Octine Arrow
thebetweenlands:basilisk_arrow, Basilisk Arrow
thebetweenlands:sludge_worm_arrow, Sludge Worm Arrow
thebetweenlands:shock_arrow, Shock Arrow
thebetweenlands:chiromaw_barb, Chiromaw Barb
thebetweenlands:weedwood_bow, Weedwood Bow
thebetweenlands:predator_bow, Predator Bow
thebetweenlands:wights_bane, Wight's Bane
thebetweenlands:sludge_slicer, Sludge Slicer
thebetweenlands:critter_cruncher, Critter Cruncher
thebetweenlands:hag_hacker, Hag Hacker
thebetweenlands:voodoo_doll, Voodoo Doll
thebetweenlands:swift_pick, Swift Pick
thebetweenlands:ancient_greatsword, Ancient Greatsword
thebetweenlands:ancient_battle_axe, Ancient Battle Axe
thebetweenlands:pestle, Pestle
thebetweenlands:net, Net
thebetweenlands:lurker_skin_pouch, Lurker Skin Pouch
thebetweenlands:caving_rope, Caving Rope
thebetweenlands:grappling_hook, Grappling Hook
thebetweenlands:volarkite, Volarkite
thebetweenlands:simple_slingshot, Simple Slingshot
thebetweenlands:chirobarb_erupter, Chirobarb Erupter
thebetweenlands:chirobarb_shock_erupter, Chirobarb Shock Erupter
thebetweenlands:weedwood_fishing_rod, Weedwood Fishing Rod
thebetweenlands:fishing_spear, Fishing Spear
thebetweenlands:fishing_spear_amphibious, Amphibious Fishing Spear
thebetweenlands:fishing_spear_amphibious_robust, Robust Amphibious Fishing Spear
thebetweenlands:mist_staff, Staff of the Mist Walker
thebetweenlands:shadow_staff, Staff of the Shadow Walker
thebetweenlands:bl_bucket:0, Weedwood Bucket
thebetweenlands:bl_bucket:1, Syrmorite Bucket
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Glowstone§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Magma§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Nitrogen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fFrozen Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Crystallized Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fRadioactive Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fClean Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fInfected Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Methane§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Nitrogen Ice§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Hydrocarbon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Chocolate§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Caramel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPolluted Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCreosote Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquifacted Coal§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCrude Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNaphtha§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fRefined Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSap§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSyrup§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fResin§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fTree Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSeed Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiocrude§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fGrassoline§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMushroom Stew§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eEssence of Knowledge§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§ePotion§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eSplash Potion§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eLingering Potion§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eDestabilized Redstone§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eEnergized Glowstone§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eResonant Ender§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bGelid Cryotheum§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bZephyrean Aerotheum§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bTectonic Petrotheum§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§dPrimal Mana§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPlant Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEthanol§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiodiesel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Concrete§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Californium-253§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Californium-254§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Einsteinium-254§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Einsteinium-255§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Fermium-257§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§ffluid.curium_244§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten LECf-253 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten LECf-253 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of LECf-253 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted LECf-253 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted LECf-253 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted LECf-253 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten HECf-253 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten HECf-253 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of HECf-253 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted HECf-253 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted HECf-253 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted HECf-253 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten LEE-254 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten LEE-254 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of LEE-254 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted LEE-254 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted LEE-254 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted LEE-254 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten HEE-254 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten HEE-254 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of HEE-254 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted HEE-254 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted HEE-254 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted HEE-254 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten MIX-257 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten MF4-257 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of MF4-257 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted MIX-257 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted MF4-257 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted MF4-257 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten CBCm Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten CBCm Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of CBCm Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted CBCm Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted CBCm Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted CBCm Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten CBCf Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten CBCf Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of CBCf Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted CBCf Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted CBCf Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted CBCf Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten REP-238 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten REP-238 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of REP-238 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted REP-238 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted REP-238 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted REP-238 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten REA-241 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten REA-241 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of REA-241 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted REA-241 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted REA-241 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted REA-241 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten RECf-250 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten RECf-250 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of RECf-250 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted RECf-250 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted RECf-250 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted RECf-250 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten MEU-233 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten MEU-233 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of MEU-233 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted MEU-233 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted MEU-233 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted MEU-233 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten MEU-235 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten MEU-235 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of MEU-235 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted MEU-235 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted MEU-235 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted MEU-235 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten MEN-236 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten MEN-236 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of MEN-236 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted MEN-236 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted MEN-236 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted MEN-236 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten MEP-239 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten MEP-239 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of MEP-239 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted MEP-239 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten Depleted MEP-239 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of Depleted MEP-239 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten MEP-241 Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten MEP-241 Fluoride Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMolten FLiBe Salt Solution of MEP-241 Fluoride Fuel§f)
